id	kanji	kana	translation
560	えんめいぎく	えんめいぎく	延命菊，雏菊
561	えんやこら	えんやこら	唉嘿呀
562	えんやら	えんやら	唉嘿呀
563	えんれいそう	えんれいそう	延龄草，蜀葵
564	お	お	嗯，诶，哦，喔
565	おあいそ	おあいそ	应酬话，客套话，恭维话，应酬
566	おあいにくさま	おあいにくさま	真不凑巧，真对不起
567	おあずけ	おあずけ	暂缓实行，暂时保留，延期，从缓
568	おい	おい	喂，诶，哎，呀
569	おいおい	おいおい	喂喂，呜呜，哇哇
570	おいかんむり	おいかんむり	老字头
571	おいしい	おいしい	好吃，好喝，可口，味道鲜美
572	おいしがる	おいしがる	觉得好吃
573	おいしそう	おいしそう	好吃的样子
574	おいそれと	おいそれと	轻易地，简单地，立刻地，不加思考地
575	おいた	おいた	淘气，顽皮
576	おいで	おいで	在，在家，住，去
577	おいでおいで	おいでおいで	用手招呼
578	おいとま	おいとま	告辞
579	おいら	おいら	俺，咱，俺们，咱们
580	おいらんそう	おいらんそう	草夹竹桃
581	おいわい	おいわい	祝贺，庆祝，喜庆，祝贺的礼品
582	おう	おう	啊，唉，喔，喔唷
583	おうす	おうす	淡茶
584	おうつり	おうつり	回礼品
585	おうむ	おうむ	鹦鹉
586	おうむがい	おうむがい	鹦鹉螺
587	おうむがえし	おうむがえし	鹦鹉学舌，照话学话
588	おえらがた	おえらがた	显要人物，高级人士，权贵，要人
589	おおありくい	おおありくい	大食蚁兽
590	おおあわ	おおあわ	粟，谷子，黄粱
591	おおあわがえり	おおあわがえり	梯牧草，猫尾草
592	おおい	おおい	喂，嗨
593	おおいとかけ	おおいとかけ	梯螺
594	おおいぬのふぐり	おおいぬのふぐり	阿拉伯婆婆纳
595	おおおにばす	おおおにばす	王莲
596	おおぐるま	おおぐるま	土木香
597	おおこうもり	おおこうもり	狐蝠
598	おおさくらそう	おおさくらそう	大樱草
599	おおさんしょううお	おおさんしょううお	///   鲵，蝾螈
600	おおざと	おおざと	邑部
601	おおしまさざんか	おおしまさざんか	油茶
602	おおじか	おおじか	麯，驼鹿，犴
603	おおせる	おおせる	完，掉，到底
604	おおたか	おおたか	苍鹰
605	おおたにわたり	おおたにわたり	丛蕨
606	おおだい	おおだい	大鲷鱼
607	おおっぴら	おおっぴら	公然，公开，毫不掩饰，毫无顾忌
608	おおつめくさ	おおつめくさ	大爪草
609	おおてんじくねずみ	おおてんじくねずみ	刺鼠
610	おおでまり	おおでまり	蝴蝶戏珠花
611	おおとかげ	おおとかげ	圆鼻巨蜥，大蜥蜴
612	おおのがい	おおのがい	沙海螂
613	おおはし	おおはし	巨嘴鸟
614	おおはんごんそう	おおはんごんそう	金光菊
615	おおばぎぼうし	おおばぎぼうし	大叶玉鷀花
616	おおばこ	おおばこ	(大)车前草
617	おおぼうしばな	おおぼうしばな	大花鸭跖草
618	おおまつよいぐさ	おおまつよいぐさ	大待宵草，红杆月见草
619	おおむぎ	おおむぎ	大麦
620	おおむね	おおむね	大概，大意，大要，大体
621	おおむらさき	おおむらさき	大紫蝴蝶，紫色翅膀的大蝴蝶，紫杜鹃
622	おおやまねこ	おおやまねこ	猞猁
623	おおよう	おおよう	磊落大方，胸襟开阔，豁达大度，高雅稳重
624	おおよこばい	おおよこばい	叶蝉
625	おおよそ	おおよそ	大体，大概，大致，大约
626	おおるり	おおるり	琉璃鸟
627	おおるりそう	おおるりそう	大琉璃草
628	おおわし	おおわし	虎头海雕
629	おおハルシャぎく	おおハルシャぎく	大波斯菊
630	おかあさま	おかあさま	母亲，妈妈，您的母亲，令堂
631	おかあさん	おかあさん	母亲，妈，妈妈，妈妈
632	おかいこぐるみ	おかいこぐるみ	满身绫罗绸缎，奢侈的生活
633	おかえし	おかえし	回敬的礼品，答谢的礼品，回礼，返礼
634	おかか	おかか	干麪鱼，干木鱼
635	おかかえ	おかかえ	私人雇佣的，包雇，专聘
636	おかき	おかき	(烤)年糕片
637	おかくれ	おかくれ	逝世，驾崩
638	おかぐら	おかぐら	在平房上增建的二楼，祭神的音乐和舞蹈
639	おかざり	おかざり	供在神佛前的装饰物，供品，稻草绳
640	おかしい	おかしい	可笑，滑稽，奇怪，不正常
641	おかしがる	おかしがる	觉得可笑，觉得奇怪，觉得可疑
642	おかしさ	おかしさ	可笑，滑稽
643	おかしな	おかしな	可笑，滑稽，奇怪，可疑
644	おかず	おかず	菜，菜肴
645	おかずごのみ	おかずごのみ	好吃菜，爱吃菜，菜吃得比饭多，挑剔菜
646	おかちめんこ	おかちめんこ	丑女人，丑八怪
647	おかっぱ	おかっぱ	女孩儿的短发，娃娃头
648	おかっぴき	おかっぴき	捕吏，侦探
649	おかとらのお	おかとらのお	珍珠花
650	おかどちがい	おかどちがい	弄错对象，弄错方向，估计错，不对路子
651	おかひじき	おかひじき	钠沙蓬
652	おかぶ	おかぶ	专长，擅长的技能，拿手好戏，老毛病
653	おかま	おかま	锅，炉灶，火山的喷火口，火山口
654	おかまい	おかまい	招待，款待，张罗
655	おかみ	おかみ	朝廷，政府，天皇，官厅
656	おかみさん	おかみさん	女掌柜的，老板娘，女主人，主妇
657	おかめ	おかめ	丑女假面具，脸盘儿胖墩墩的女人，丑女人
658	おかめそば	おかめそば	什锦荞麦面条
659	おから	おから	豆腐渣
660	おかわ	おかわ	椭圆形便器，马桶
661	おかわり	おかわり	再来一份，再添一碗
662	おかん	おかん	温酒，烫酒
663	おかんむり	おかんむり	不高兴，发脾气，生气，情绪不佳
664	おがたまのき	おがたまのき	黄心树
665	おきあじ	おきあじ	雷鱼
666	おきあみ	おきあみ	磷虾
667	おきくむし	おきくむし	缢虫，蝶蛹
668	おきなえびす	おきなえびす	翁戍科贝类
669	おきながい	おきながい	日本鸭嘴蛤
670	おきなぐさ	おきなぐさ	猫头花，白头翁
671	おきにいり	おきにいり	心爱的人，喜欢的人，得意的人，红人
672	おきのどくさま	おきのどくさま	可怜，对不起，过意不去，真抱歉
673	おきまり	おきまり	照例，惯例，常例
674	おきゃくさん	おきゃくさん	客人，顾客
675	おきゃん	おきゃん	泼辣的姑娘，疯丫头
676	おぎ	おぎ	荻
677	おぎゃあ	おぎゃあ	呱呱
678	おぎょう	おぎょう	鼠曲草
679	おくて	おくて	晚稻，晚熟，晚开花，成熟得晚
680	おくに	おくに	贵国，故乡，家乡，原籍
681	おくにいり	おくにいり	著名人士回故乡
682	おくにことば	おくにことば	乡下话，土话，方言
683	おくにじまん	おくにじまん	夸耀自己的家乡，说自己家乡好
684	おくになまり	おくになまり	乡音，故乡的方言，家乡土话
685	おくび	おくび	嗝儿，嗳气
686	おくゆかしい	おくゆかしい	优美，文雅，娴静，典雅
687	おくら	おくら	收藏
688	おくらいり	おくらいり	收藏不用，束之高阁，搁置起来不发表，打入冷宫
689	おこえがかり	おこえがかり	推荐，介绍，关说，说个话
690	おこがましい	おこがましい	愚蠢可笑，痴呆得令人可笑，狂妄，冒昧
691	おこげ	おこげ	锅巴，饭嘎巴
692	おこさん	おこさん	孩子，宝贝，令郎，令爱
693	おこし	おこし	///   米花糖
694	おこし	おこし	///   来，去，驾临，光临
695	おこじょ	おこじょ	扫雪鼬，白貂
696	おことぞえ	おことぞえ	关说，美言，说好话
697	おことば	おことば	您说的话，您的说法
698	おことわり	おことわり	谢绝，道歉，预先通知
699	おこのみやき	おこのみやき	杂样煎菜饼
700	おこぼれ	おこぼれ	剩下的一点儿东西
701	おこわ	おこわ	糯米小豆饭
702	おごのり	おごのり	江篱，头发菜，发菜
703	おさい	おさい	菜肴
704	おさおさ	おさおさ	几乎，完全，大致
705	おさがり	おさがり	撤下的供品，酒席的残余，残羹剩肴，长辈给的旧衣物
706	おさき	おさき	先，占先
707	おさきぼう	おさきぼう	走卒，爪牙
708	おさきまっくら	おさきまっくら	前途一片黑暗
709	おさげ	おさげ	辫子，发辫，两端下垂的系带样式
710	おさだまり	おさだまり	照例，老一套
711	おさと	おさと	娘家，以前的经历，老底，出身
712	おさどり	おさどり	塘鹅
713	おさむい	おさむい	寒酸，贫穷
714	おさむし	おさむし	步行虫
715	おさらい	おさらい	复习，温习，排演，排演会
716	おさらば	おさらば	告别，告辞
717	おさん	おさん	生产，分娩，生孩子
718	おさんどん	おさんどん	女仆，女佣人，下厨房，做饭菜
719	おざ	おざ	座位，座上的气氛
720	おざしき	おざしき	宴席
721	おざなり	おざなり	应景，敷衍，走过场，虚应故事
722	おしおき	おしおき	惩罚，处分
723	おしきせ	おしきせ	按季节发的衣服，给予的，照例给的，老一套的
724	おしだ	おしだ	绵马鳞毛蕨
725	おしっこ	おしっこ	尿尿，撒尿
726	おしどり	おしどり	鸳鸯，形影不离的夫妻
727	おしなべて	おしなべて	全都一样，普遍，完全，一般地
728	おしのび	おしのび	微服出行，微行
729	おしぼり	おしぼり	手巾把儿
730	おしまい	おしまい	完了，终止，结束，最后
731	おしめ	おしめ	尿布
732	おしめり	おしめり	小量的雨水，下雨
733	おしゃか	おしゃか	废品
734	おしゃかさま	おしゃかさま	释迦牟尼
735	おしゃく	おしゃく	斟酒，陪酒的侍女，未成年的艺妓，雏妓
736	おしゃぶり	おしゃぶり	橡皮奶嘴
737	おしゃべり	おしゃべり	多嘴多舌，好说话，爱瞎聊，健谈
738	おしゃま	おしゃま	早熟，象大人样，早熟的少女，象个大姑娘样的少女
739	おしゃれ	おしゃれ	好打扮，好修饰，爱俏皮
740	おしょうばん	おしょうばん	作陪，陪伴，沾光
741	おしろいばな	おしろいばな	紫茉莉，草茉莉
742	おしんこ	おしんこ	咸菜，酱菜，新腌的咸菜
743	おじいさん	おじいさん	爷爷，公公，祖父，外祖父
744	おじぎそう	おじぎそう	含羞草
745	おじゃん	おじゃん	完蛋，失败，垮，吹
746	おじや	おじや	杂烩粥，菜粥
747	おじゅう	おじゅう	重叠式木盒，套盒
748	おじょうさん	おじょうさん	令爱，您的女儿，千金，小姐
749	おじょうず	おじょうず	会说话，奉承话，谄媚话
750	おじろじか	おじろじか	白尾鹿
751	おじろわし	おじろわし	白尾海雕
752	おすそわけ	おすそわけ	分赠，分送，分赠给别人的东西
753	おすまし	おすまし	假装一本正经，清汤，高汤
754	おすみつき	おすみつき	得到权威人士的保证
755	おすわり	おすわり	坐下
756	おせじ	おせじ	恭维，奉承，献殷勤，应酬话
757	おせじわらい	おせじわらい	陪笑，谄笑，佯笑
758	おせち	おせち	年节菜，节日食物
759	おせっかい	おせっかい	多管闲事，爱管闲事，好多事
760	おぜんだて	おぜんだて	备膳，备餐，准备饭菜，准备
761	おそうそうさま	おそうそうさま	简慢，慢待
762	おそしさま	おそしさま	祖师，教祖
763	おそなえ	おそなえ	供品，供神用的年糕
764	おそば	おそば	侧近，近臣，侍臣，近侍
765	おそまつ	おそまつ	粗糙，不精致，简慢
766	おそろい	おそろい	一起，一块儿，一同，一式
767	おぞましい	おぞましい	讨厌，令人不愉快，令人厌烦
768	おたいこ	おたいこ	鼓形结带法
769	おたおた	おたおた	慌里慌张，瞎咋呼
770	おたかい	おたかい	高高，高傲
771	おたから	おたから	宝贝，珍宝，钱，金钱
772	おたがい	おたがい	彼此，互相
773	おたがいさま	おたがいさま	彼此彼此，彼此一样
774	おたく	おたく	贵府，府上，家，您
775	おたずねもの	おたずねもの	逃犯，在逃的犯人，侦缉中的犯人
776	おたち	おたち	动身，起程，回去
777	おたっし	おたっし	指示，通知，通告
778	おたふく	おたふく	丑女人
779	おたふくかぜ	おたふくかぜ	肿痄腮，流行性腮腺炎
780	おたふくまめ	おたふくまめ	糖煮蚕豆
781	おたふくめん	おたふくめん	丑女假面具
782	おたまじゃくし	おたまじゃくし	圆勺子，汤勺，蝌蚪，蛤蟆骨朵儿
783	おたまや	おたまや	祠堂，庙
784	おためごかし	おためごかし	假装为人，送假人情，为了个人利益的伪善
785	おたんこなす	おたんこなす	笨蛋，废料
786	おたんちん	おたんちん	傻瓜，蠢材，呆子，糊涂虫
787	おだ	おだ	气焰，威风气势
