word,phonetic,translation
across,ә'krɒs,"prep. 越过, 穿过, 与...相交叉, 在...的对面\nadv. 交叉, 到另一边, 在对面, 成十字"
acrylic,ә'krilik,a. 丙烯酸的\n[医] 丙烯酸的
act,ækt,"n. 行动, 行为, 幕, 法案\nvi. 行动, 表演, 假装, 见效, 表现, 担当\nvt. 扮演, 装作\n[计] 先进通信技术, 先进计算机工艺, 自动代码翻译技术"
actin,'æktin,n. 肌动蛋白\n[化] 肌动蛋白
acting,'æktiŋ,"n. 演戏, 装腔作势\na. 代理的, 演出用的, 起作用的"
actinic,æk'tinik,a. 光化的\n[医] 光化性的
action,'ækʃәn,"n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼\nvt. 对...起诉\n[计] 方式"
actionable,'ækʃәnәbl,a. 可提起诉讼的\n[经] 能起诉的
activate,'æktiveit,"vt. 使活动, 使激活, 正式建成\nvi. 有活力"
activated,'æktiveitid,a. 活性化的；活泼的
activating,,[计] 启动
activation,ækti'veiʃәn,"n. 活化, 激活\n[化] 活化; 活化作用; 激活; 激活作用"
activator,'æktiveitә,"n. 活化剂, 催化剂, 触媒剂\n[化] 助催化剂; 活化剂; 激活剂; 激活剂发光材料"
active,'æktiv,"a. 活跃的, 起作用的, 积极的, 有效的, 主动的, 活性的, 现行的, 现役的\nn. 主动语态, 积极分子"
actively,'æktivli,"adv. 活跃地, 积极地"
activism,'æktivizm,"n. 激进主义, 行动主义, 能动论\n[法] 激进主义, 行动主义"
activist,'æktivist,n. 激进主义分子
activity,æk'tiviti,"n. 活动, 行动, 活跃, 活力\n[计] 活动"
actor,'æktә,"n. 男演员, 行动者\n[医] 作用物, 反应物"
actress,'æktris,n. 女演员
actual,'æktʃuәl,"a. 真实的, 实际的, 现行的\n[医] 实际死亡率"
actuality,.æktʃu'æliti,"n. 事实, 现实, 现状"
actualization,.æktʃuәlai'zeiʃәn,n. 现实化
actualize,'æktʃuәlaiz,"vt. 实行, 使现实化"
actualized,ˈæktjuəlaizd,"v. 实现, 实施( actualize的过去式和过去分词 )"
actually,'æktʃuәli,"adv. 事实上, 竟然, 如今, 现在"
actuarial,.æktju'єәriәl,"a. 保险计算员的, 保险计算的\n[经] 保险公司计算员的, 保险统计"
actuary,'æktjuәri,n. 保险计算员\n[医] 保险统计员
actuate,'æktʃueit,"vt. 开动, 驱使, 激励"
actuation,.æktʃu'eiʃәn,"n. 开动, 激励\n[医] 激动, 感动"
actuator,'æktʃueitә,"n. 开动者, 激励者, 致动器\n[计] 传动装置, 驱动器, 激励器"
acuity,ә'kju:әti,"n. 尖锐, (疾病的)剧烈, 敏锐\n[化] 锐度; 分辨能力"
acumen,ә'kju:men,"n. 敏锐, 聪明"
acupressure,"'ækjj,preʃә(r)",[医] 针压法
acupuncture,'ækju.pʌŋktʃә,"n. 针刺, 针刺疗法\nvt. 施以针灸"
acupuncturist,.ækju'pʌŋktʃәrist,n. 针灸医生
acute,ә'kju:t,"a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的\n[医] 急性的; 尖锐的"
acutely,ә'kju:tli,"adv. 尖锐地, 剧烈地"
acuteness,ә'kju:tnis,"n. 锐利, 敏锐, 剧烈\n[医] 敏度"
acyclovir,,[化] 阿昔洛韦; 无环鸟苷; 无糖环鸟苷
ad,æd,"n. 广告\n[计] 地址, 模拟-数字"
adage,'ædidʒ,"n. 格言, 谚语"
adagio,ә'dɑ:dʒiәu,adv. 缓慢地\na. 缓慢的\nn. 柔板
adamant,'ædәmәnt,"n. 坚硬的东西\na. 非常坚硬的, 坚强的, 固执的"
adamantine,.ædә'mæntain,"a. 非常坚硬的, 坚定不移的\nn. 金刚硼"
adamantly,,adv. 坚硬无比地；坚强地；固执地；不动摇地
adapt,ә'dæpt,"vt. 使适应, 改编\nvi. 适应"
adaptability,ә.dæptә'biliti,n. 适应性\n[计] 自适应性; 适应性
adaptable,ә'dæptәbl,"a. 能适应的, 适合的, 可修改的"
adaptation,.ædæp'teiʃәn,"n. 适应, 改编, 改编本\n[医] 适应[作用]"
adaptational,,适应的
adapted,,a. 适合的
adapter,ә'dæptә,"n. 适应者, 改编者, 接合器\n[计] 衔接器; 适配器, 适配卡"
adaption,ә'dæpʃәn,"n. 适应, 改编本, 适应性的变化, 适合"
adaptive,ә'dæptiv,"a. 适应的, 能适应的"
adaptor,ә'dæptә(r),"n. 改编者, 插座, 转接器, 接合器, 拾音器\n[计] 适配器, 转接器"
adat,'ɑːdɑːt,n. <印尼>传统法律
add,æd,"vt. 增加, 添加, 附带说明, 计算...总和\nvi. 做加法, 积累而成, 增添\n[计] 加法"
added,'ædid,a. 额外的；更多的
addendum,ә'dendәm,"n. 补遗, 附加物\n[化] 附加物; 齿顶"
adder,'ædә,"n. 蝰蛇, 猪鼻蛇, 加法器\n[计] 加法器"
addict,ә'dikt,"vt. 使沉溺, 使上瘾\nn. 入迷的人, 上瘾者"
addicted,ә'diktid,"a. 沉溺于...的, 无法摆脱(某种嗜好)的\n[法] 嗜, 好, 惯于"
addicting,'ædɪkt (for n.); əˈdɪkt (for v.),n. 有瘾的人；入迷的人\nvt. 使沉溺；使上瘾
addiction,ә'dikʃәn,"n. 入迷, 瘾\n[医] 瘾, 癖嗜"
addictive,ә'diktiv,a. 上瘾的
adding,'ædiŋ,[计] 加法的
addition,ә'diʃәn,"n. 加法, 增加的人(或物)\n[计] 加法"
additional,ә'diʃәnәl,"a. 附加的, 另外的, 额外的\n[机] 加添的, 附加的"
additionally,,"adv. 另外, 此外"
additive,'æditiv,"a. 添加的, 附加的, 加法的, 累积的\nn. 添加物"
addle,'ædl,"vt. 使昏乱, 使腐坏\nvi. 变质\na. 昏乱的, 腐坏的"
addled,'ædld,a. 头脑混乱的；腐坏的
address,ә'dres,"n. 住址, 演说, 举止, 灵巧, 求爱\nvt. 发表(演说或讲话), 对付, 写地址\n[计] 地址, 寻址"
addressable,ә'dresәbl,a. 可寻址的
addressed,,a. 编址的；收信地址；处理
addressee,.ædre'si:,"n. 收件人, 收信人\n[经] 台头人, 收信人"
adduce,ә'dju:s,"vt. 引证, 举出\n[法] 援引, 引证, 提出"
adduction,ә'dʌkʃәn,"n. 引证, 内收\n[化] 氧化; 氧化作用; 内收; 内收作用"
adductor,ә'dʌktә,"n. 内收肌\n[医] 收肌, 内收肌"
ADE,eid,"[计] 先行数据输入, 自动调试环境, 自动设计工程"
adelgid,'ædildʒid,球蚜
adenine,'ædәni:n,n. 腺嘌呤\n[化] 腺嘌呤; 6-氨基嘌呤
adenocarcinoma,"'ædinәu,kɑ:si'nәumә",n. 腺癌\n[医] 腺癌
adenoid,'ædinɒid,"a. 腺的, 淋巴组织的\n[医] 腺样的"
adenoidal,",ædi'nɔidәl",a. 腺样的
adenoidectomy,",ædinɔi'dektәmi",[医] 增殖腺切除术
adenoma,",ædi'nәumә",n. 腺瘤\n[医] 腺瘤
adenopathy,,n. 腺病\n[医] 腺病
adenosine,ә'denәsi:n,n. 腺苷\n[化] 腺嘌呤-9β-呋喃核糖苷; 腺苷
adenovirus,.ædәnәu'vaiәrәs,n. 腺病毒\n[医] 腺病毒
adept,ә'dept,"a. 熟练的, 老练的, 巧妙的\nn. 能手, 内行"
adeptly,,老练地\n熟练地
adeptness,ə'deptnis,n. 熟练
adequacy,'ædikwәsi,"n. 适当, 足够"
adequate,'ædikwәt,"a. 适当的, 足够的\n[法] 胜任的, 适当的, 充分的"
adequately,'ædikwәtli,"adv. 足够地, 适当地"
adhd,,abbr. 注意力不集中症（ attention deficit hyperactivity disorder ）
adhere,әd'hiә,"vi. 依附, 粘着, 坚持, 追随, 拥护\nvt. 使粘附"
adherence,әd'hiәrәns,"n. 依附, 固执, 坚持\n[化] 粘合"
adherent,әd'hiәrәnt,"n. 信徒, 追随者\na. 附着的, 发生联系的"
adhesion,әd'hi:ʒәn,"n. 附着, 粘着, 支持, 追随\n[化] 粘合; 粘附; 附着; 粘合力; 粘附力; 附着力"
adhesive,әd'hi:siv,"a. 粘着的, 涂有粘性物质的\nn. 粘合剂, 橡皮膏"
adiabatic,.ædiә'bætik,a. 绝热的\n[化] 绝热的
adieu,ә'dju:,"interj. 再见, 再会\nn. 告别, 辞别"
ADIOS,ɑ:'djәus,"[计] 模数输入输出系统, 自动诊断输入输出系统"
adit,'ædit,"n. 入口, 进入\n[机] 进口, 横洞, 横井"
adjacency,ә'dʒeisәnsi,"n. 邻接, 邻接物\n[计] 邻近; 邻接"
adjacent,ә'dʒeisәnt,"a. 毗连的, 邻近的, 连接的\n[机] 相邻的, 邻位的, 交界的"
adjectival,.ædʒek'taivәl,a. 形容词的
adjective,'ædʒiktiv,"n. 形容词\na. 形容词的, 从属的"
adjoin,ә'dʒɒin,"v. 邻接, 毗连"
adjoining,ә'dʒɒiniŋ,"a. 邻接的, 毗连的\n[机] 联接"
adjourn,ә'dʒә:n,"vi. 休会, 换地方\nvt. 使中止, 推迟"
adjournment,ә'dʒә:nmәnt,"n. 延期, 休会, 休会期间\n[法] 休庭, 休会, 延期"
adjudge,ә'dʒʌdʒ,"vt. 宣判, 判决, 裁定给, 认为\n[法] 宣判, 依法判决, 裁决"
adjudicate,ә'dʒu:dikeit,"v. 判决, 宣告, 裁定"
adjudication,ә.dʒu:di'keiʃәn,"n. 判决, 裁定, 宣告\n[经] 判决, 裁决"
adjudicative,ә'dʒu:dikeitiv,"a. 判决的, 宣告的\n[法] 判决的, 审判的, 裁定的"
adjudicator,,"n. 评判员\n[法] 审判者, 判决者, 裁定者"
adjunct,'ædʒʌŋkt,"n. 附属物, 附件, 助手, 修饰语\na. 附属的"
adjunctive,ә'dʒʌŋktiv,"a. 附属的, 附加的"
adjust,ә'dʒʌst,"vt. 调整, 使适应于, 校准\nvi. 适应于, 被调节, 相互熟悉而适应"
adjustability,"ә,dʒʌstә'biliti",n. 适应性
adjustable,ә'dʒʌstәbl,a. 可调节的\n[电] 可调整的
adjusted,ә'dʒʌstid,a. 调整过的\n[机] 调节了的
adjuster,ә'dʒʌstә,"n. 调整员, 调停者, 调节器\n[化] 调节器; 校正器"
adjusting,ә'dʒʌstiŋ,[计] 调准
adjustment,ә'dʒʌstmәnt,"n. 调整, 调节, 校正\n[化] 调节"
adjustor,ә'dʒʌstә,"n. 调整者, 调停者, 调节器\n[医] 调整体(反射弧上的神经节部分)"
adjutant,'ædʒutәnt,"n. 助手, 副官\na. 辅助的"
adjuvant,'ædʒuvәnt,"a. 辅助的\nn. 佐药, 助手"
adman,'ædmæn,"n. 广告撰写员, 广告商"
ADMIN,,[计] 行政管理程序
administer,әd'ministә,"vt. 管理, 料理, 执行\nvi. 执行遗产管理人的职责, 给予帮助"
administered,ədˈministəd,v. 管理( administer的过去式和过去分词 ); 治理（国家）; 给予; 执行
administering,,"[法] 管理, 执行, 实施"
administrate,әd'ministreit,"vt. 管理, 支配"
administration,әd.mini'streiʃәn,"n. 行政, 管理, 政府机关\n[化] 给药"
administrative,әd'ministrәtiv,"a. 管理的, 行政的\n[法] 行政的, 管理的, 遗产管理的"
administratively,,adv. 管理地；行政地
administrator,әd'ministreitә,"n. 管理人, 行政官\n[经] 遗产管理人员"
admirable,'ædmәrәbl,"a. 可钦佩的, 极好的, 令人惊奇的"
admirably,'ædmәrәbli,"adv. 极好地, 美好地"
admiral,'ædmәrәl,"n. 舰队司令, 海军上将, 旗舰"
Admiralty,'ædmәrәlti,"n. 海军上将的地位(或职权), (1963年前)英国海军部, 海事法庭\n[法] 海军上将的职位, 海军部, 海事法"
admiration,.ædmә'reiʃәn,"n. 赞赏, 钦佩, 引人赞赏的对象"
admire,әd'maiә,"vt. 赞美, 钦佩, 爱慕\nvi. 称赞, 惊奇"
admired,əd'maɪəd,"v. 羡慕, 赞美；钦佩（admire的过去分词）\na. 受人钦佩的；感到羡慕的"
admirer,әd'maiәrә,"n. 钦佩者, 仰慕者, 求爱者"
admiring,әd'maiәriŋ,"a. 赞赏的, 钦佩的, 羡慕的"
admiringly,әd'maiәriŋli,"adv. 钦佩地, 羡慕地"
admissibility,әd.misә'biliti,"n. 有入场的资格, 可容许\n[法] 可采纳, 可接受, 有资格加入"
admissible,әd'misәbl,"a. 可进入的, 可容许的"
admission,әd'miʃәn,"n. 准许进入, 入场费, 录用, 承认\n[经] 加入, 入股"
admit,әd'mit,"vt. 承认, 接受, 允许进入, 容许\nvi. 开向, 容许, 承认"
admittance,әd'mitәns,"n. 进入, 进入权, 准许进入\n[化] 导纳"
admitted,әd'mitid,"a. 被承认了的, 公认的"
admittedly,әd'mitidli,"adv. 公认地, 诚然"
admitting,,v. 承认（admit的ing形式）
admixture,æd'mikstʃә,"n. 混合, 混合物\n[化] 掺和剂; 混合物; 掺和; 混合"
admonish,әd'mɒniʃ,"vt. 警告, 劝告, 训诫, 告诫"
admonishment,әd'mɔniʃmәnt,n. 训戒；警告（等于admonition）
admonition,.ædmәu'niʃәn,"n. 警告, 劝告, 训诫\n[法] 警告, 申戒, 劝告"
admonitory,әd'mɒnitәri,"a. 警告的, 劝告的, 训诫的"
ado,ә'du:,"n. 纷扰, 忙乱, 麻烦"
adobe,ә'doubi,n. 风干土坯\n[化] 风干砖; 土砖; 灰质粘土; 多孔粘土
adobo,ә'dәjbәj,"n. 阿斗波(拉美、菲律宾等地的一种菜肴, 源自西班牙)"
adolescence,.ædәu'lesәns,"n. 青春期\n[医] 青年期, 青春期"
adolescent,.ædәu'lesәnt,"a. 青春期的, 青少年的\nn. 青少年"
adopt,ә'dɒpt,"vt. 采用, 正式通过, 收养, 接受\n[医] 采取"
adoptable,ә'dɒptәbl,"a. 可采用的, 可收养的"
adopted,ә'dɒptid,"a. 被收养的, 被采用的"
adoptee,,[法] 被收养者
adopter,,"[法] 领养人, 收养人, 采用者"
adopting,ə'dɒpt,vt. 采取；接受；收养；正式通过\nvi. 采取；过继
adoption,ә'dɒpʃәn,"n. 采用, 采纳, 收养\n[法] 收养, 采纳, 采用"
adoptive,ә'dɒptiv,"a. 有收养关系的, 采用的\n[法] 收养的, 采用的"
adorable,ә'dɒ:rәbl,"a. 可崇拜的, 值得敬慕的, 可爱的"
adorably,ә'dɒ:rәbli,"adv. 可崇敬地, 美妙地, 可爱地"
adoration,.ædә'reiʃәn,"n. 崇拜, 爱慕"
adore,ә'dɒ:,"vt. 崇拜, 爱慕, 喜爱\nvi. 崇拜, 爱慕"
adored,,崇拜
adoring,ә'dɒ:riŋ,"a. 崇拜的, 敬慕的"
adoringly,ə'dɔriŋli,adv. 敬慕地；崇拜地
adorn,ә'dɒ:n,"vt. 装饰, 使生色"
adornment,ә'dɒ:nmәnt,"n. 装饰, 装饰品"
adrenal,ә'dri:nәl,"a. 肾上的, 肾上腺的\nn. 肾上腺"
adrenaline,,n. 肾上腺素\n[化] 肾上腺素
adrift,ә'drift,"adv. 漂流地, 漂浮着, 随波逐流地\na. 漂浮着的"
adroit,ә'drɒit,"a. 灵巧的, 敏捷的, 聪明的"
adroitly,ә'drɒitli,"adv. 灵巧地, 敏捷地"
adsorb,æd'sɒ:b,vt. 吸附\n[化] 吸附
adsorbed,,a. 吸附了的
adsorption,æd'sɒ:pʃәn,n. 吸附\n[化] 吸附
adulation,.ædju'leiʃәn,"n. 谄媚, 过分的称赞"
adulatory,'ædjuleitәri,"a. 谄媚的, 过分称赞的"
adult,'ædʌlt,"n. 成人, 成虫\na. 成年的, 成熟的"
adulterate,ә'dʌltәreit,"vt. 掺杂\na. 掺假的, 假的, 通奸的"
adulterated,ә'dʌltәreitid,a. 掺入次级品的
adulteration,ә.dʌltә'reiʃәn,"n. 掺杂, 掺假的东西\n[化] 掺杂; 掺加"
adulterer,ә'dʌltәrә,n. 奸夫\n[法] 奸夫
adulteress,ә'dʌltәris,n. 奸妇\n[法] 奸妇
adulterous,ә'dʌltәrәs,a. 通奸的\n[法] 通奸的
adultery,ә'dʌltәri,n. 通奸\n[法] 通奸
adulthood,ә'dʌlthud,n. 成年\n[医] 成人期
adumbrate,'ædʌmbreit,"vt. 画...的轮廓, 预示"
advance,әd'vɑ:ns,"n. 前进, 进展, 行过的路程\nvi. 前进, 进展, 提高, 上涨\nvt. 使前进, 促进, 提出, 提高, 使提前, 预付\na. 前面的, 预先的"
advanced,әd'vɑ:nst,"a. 在前的, 高级的, 先进的, 年老的\n[法] 预付的, 预支的, 垫付的"
advancement,әd'vɑ:nsmәnt,"n. 前进, 进步, 提升\n[医] 徙前术"
advancer,әd'vɑ:nsә,"n. 前进者；相位超前补偿器, 进相机"
advancing,æd'vɑ:nsiŋ,[计] 导前\n[医] 进行的
advantage,әd'vɑ:ntidʒ,"n. 优点, 便利, 好处, 优势\nvt. 有助于"
advantaged,,a. 占有利位置的；得天独厚的；有利的
advantageous,.ædvәn'teidʒәs,"a. 有利的, 有益的"
advantageously,",ædvən'teidʒəsli",adv. 有利地；方便地；有助地
advent,'ædvәnt,"n. 来到, 来临"
Adventist,'ædvәntist,n. 基督复临论者
adventitious,.ædven'tiʃәs,"a. 偶然的, 外来的\n[医] 偶生的, 偶发的; 异位的"
adventure,әd'ventʃә,"n. 冒险, 冒险经历\nv. 冒险"
adventurer,әd'ventʃәrә,"n. 冒险家, 投机者\n[法] 冒险者, 投机者"
adventuresome,әd'ventʃәsәm,a. 冒险性的
adventuress,әd'ventʃәris,"n. 女冒险家, 女投机家\n[法] 女投机者, 女冒险家"
adventurism,әd'ventʃәrizm,n. 冒险主义
adventurous,әd'ventʃәrәs,"a. 喜欢冒险的, 有进取心的, 危险的"
adventurousness,,n. 喜欢冒险；敢作敢为
adverb,'ædvә:b,n. 副词
adverbial,әd'vә:bjәl,"a. 副词的, 状语的\nn. 状语"
adversarial,",ædvә'seәriәl","a. 敌手的,对手的,对抗(性)的"
adversary,'ædvәsәri,"n. 敌手, 对手\na. 敌手的, 敌对的"
adverse,'ædvә:s,"a. 不利的, 敌对的, 相反的, 逆的\n[法] 相反的, 敌对的, 逆的"
adversely,,"adv. 不利, 有害, 相反, 逆, 敌对, 逆向"
adversity,әd'vә:sәti,"n. 逆境, 不幸, 灾祸, 灾难"
advert,әd'vә:t,"vi. 提出看法, 引起注意, 留意\nn. 广告"
advertise,'ædvәtaiz,"vt. 做广告, 通知, 公布\nvi. 做广告"
advertised,,a. 广告的
advertisement,.ædvә'taizmәnt,"n. 广告, 启事, 广告宣传\n[法] 广告, 公告, 告示"
advertiser,'ædvәtaizә,"n. 做广告者, 广告客户\n[经] 广告商, 广告者"
advertising,'ædvәtaiziŋ,"n. 广告业, 广告\na. 广告的\n[计] 发广告"
advice,әd'vais,"n. 忠告, 劝告, 意见, 报道, 通知\n[经] 通知书, 通知, 建议"
advisability,әd.vaizә'biliti,n. 明智
advisable,әd'vaizәbl,"a. 适当的, 明智的"
advise,әd'vaiz,"vt. 劝告, 给...出主意, 通知, 建议\nvi. 提意见, 商量"
advisedly,әd'vaizidli,"adv. 经过考虑地, 故意地"
advisee,әd'vaizi:. .ædvai'zi:,n. （美）受教授指导选课的学生；受到建议的人
advisement,әd'vaizmәnt,"n. 深思熟虑, 周密的考虑, 劝告"
adviser,әd'vaizә,"n. 顾问, 劝告者, 指导教师\n[法] 顾问, 劝告者"
advisor,әd'vaizә,"n. 顾问, 劝告者, 指导教师"
advisory,әd'vaizәri,"a. 顾问的, 咨询的, 劝告的\n[法] 劝告的, 忠告的, 咨询的"
advocacy,'ædvәkәsi,"n. 拥护, 支持, 鼓吹, 辩护, 辩护术\n[法] 辩护, 拥护, 提倡"
advocate,'ædvәkeit,"n. 提倡者, 拥护者\nvt. 主张, 提倡"
adze,,[机] 扁斧
aegis,'i:dʒis,"n. 羊皮盾, 保护, 庇护, 赞助, 支持\n[法] 庇护, 保护"
aeolian,i:'әjliәn,"a. 风的, 风蚀的, 风神埃俄罗斯的, 伊奥利亚人的"
aeon,'i:әn,"n. 永世, 万古, 极长的时期"
aerate,'eiәreit,"vt. 使暴露于空气中, 使充满气体\n[化] 曝气; 充气; 吹气"
aerated,'eiәreitid,a. 充气的；充入二氧化碳的；同空气混合的
aeration,eiә'reiʃәn,n. 通风\n[化] 换气; 曝气
aerator,'eiәreitә(r),"[化] 曝气器; 曝气装置\n[医] 曝气池; 充气器, 灌气器"
aerial,'єәriәl,"a. 空中的, 航空的, 空气的, 空想的\nn. 天线"
aerialist,'єәriәlist,n. 高空杂技演员
aerie,'єәri,"n. 猛禽的巢, 高处的房子, 高处的城堡"
aerobatic,",eәrәu'bætik",a. 特技飞行的
aerobatics,.єәrәu'bætiks,"n. 特技飞行, 飞行特技"
aerobic,єә'rәubik,"a. 需氧的, 需氧菌产生的, 增氧健身法的\n[医] 需氧的"
aerobically,",eiə'rəubik","adv. aerobic（需氧的, 需气的, 生存于氧气中的）的变形"
aerobics,.eiә'rәubiks,n. 有氧运动法；增氧健身法
aerodrome,'єәrәdrәum,"n. 飞机场, 机场"
aerodynamic,",eәrәudai'næmik",a. 空气动力学的
aerodynamically,",eәrәudai'næmikәli",adv. 空气动力学地
aerodynamics,.єәrәudai'næmiks,n. 空气动力学\n[化] 空气动力学
aerogel,'eәrәdʒәl,[化] 气凝胶\n[医] 气凝胶[体]
aeronautic,.єәrә'nɒ:tik,a. 航空的
aeronautical,",eәrә'nɔ:tikәl","a. 航空的, 航空学的\n[计] 航空学的"
aeronautics,.єәrә'nɒ:tiks,"n. 航空学, 飞行术\n[机] 航空学"
aeroplane,'єәrәplein,n. 飞机\n[机] 飞机
aerosol,'єәrәusɒl,"n. 烟, 雾\n[化] 气溶胶; 烟雾剂"
aerosolized,,v. 雾化（aerosolize的过去分词）；使…成烟雾状散开
aerospace,'єәrәuspeis,"n. 航天空间, 航天技术"
aerostat,'єәrәustæt,"n. 浮空器\n[机] 气球, 飞船, 浮空器"
aesthete,'i:sθi:t,"n. 审美家, 唯美主义者"
aesthetic,i:s'θetik,"a. 美学的, 审美的, 有美感的"
aesthetically,i:s'θetikәli,adv. 美学观点上地；审美地
aesthetician,",i:sθi'tiʃәn",n. 审美学家
aestheticism,i:s'θetizm,n. 唯美主义
aestheticization,,审美化
aesthetics,i:s'θetiks,n. 美学
aetiology,.i:ti'ɒlәdʒɑ,"n. 原因的说明, 原因论, 病原学, 病原\n[医] 病原学, 病因学"
afar,ә'fɑ:,"adv. 由远处, 遥远地"
affability,.æfә'biliti,"n. 和蔼, 谦恭有礼, 亲切"
affable,'æfәbl,"a. 和蔼可亲的, 友善的, 亲切的, 慈祥的"
affably,'æfәbli,adv. 和蔼地
affair,ә'fєә,"n. 事件, 事务, 恋爱事件"
affaire,əˈfeə(r),n. <法>恋爱事件; 风流韵事; 私通； 闹得满城风雨的案件; 社会轶闻
affect,ә'fekt,"vt. 影响, 感动, 假装, 模仿, 爱好, 倾向于\nn. 自觉感情"
affectation,.æfek'teiʃәn,"n. 假装, 做作, 矫情\n[医] 矫饰, 矫情"
affected,ә'fektid,"a. 假装的, 做作的, 受影响的"
affecting,ә'fektiŋ,"a. 感人的, 动人的"
affection,ә'fekʃәn,"n. 影响, 病, 喜爱, 情感, 倾向\n[医] 疾患, 病变, 病; 感情"
affectional,ә'fekʃәnәl,a. 感情方面的
affectionate,ә'fekʃәnәt,"a. 深情的, 充满情爱的"
affectionately,ә'fekʃәnitli,"adv. 挚爱地, 亲切地"
affective,ә'fektiv,"a. 情感的, 表达感情的\n[医] 感情的, 情感的"
affectively,,adv. 情感地
affectless,ә'fektlis,"a. 缺乏感情的,冷酷无情的"
afferent,'æfәrәnt,"a. 传入的\n[医] 传入的, 输入的"
affidavit,.æfi'deivit,"n. 宣誓书, 书面陈述\n[经] 宣誓, 声明"
affiliate,ә'filieit,"vt. 使紧密联系, 使附属, 接纳, 收养\nvi. 发生联系, 参加"
